,timestamp,visitorid,event,itemid,transactionid
695855,1438815070698,11,view,1147,
700478,1438810409809,11,view,1148,
700561,1438810540973,11,view,825,
701016,1438829634590,11,view,1149,
701668,1438808779113,11,view,1150,
701675,1438808582063,11,view,1151,
702142,1438795282451,18,view,360,
704897,1438829643440,11,view,1149,
711660,1438875973578,11,view,269,
713867,1438874747429,11,view,1152,
716497,1438870448779,11,view,1153,
719332,1438881410686,11,view,1154,
719411,1438878365308,11,view,1155,
722297,1438900973368,11,view,1156,
723451,1438873323871,11,transaction,1157,8696.0
726036,1438995466867,0,view,1158,
728900,1438967091818,18,view,360,
729734,1438931424351,18,view,360,
731272,1438972530534,0,view,37,
732696,1438992578916,0,view,37,
732762,1438995298758,0,view,1159,
732806,1438995513098,0,view,37,
735802,1438959677588,11,view,1160,
736501,1438989473029,11,view,1010,
738999,1438989448279,11,view,977,
739425,1438964519065,11,view,1161,
743245,1439084815894,11,view,1162,
743298,1439084715488,11,view,1162,
743427,1439084769058,11,view,1162,
743454,1439084763494,11,view,1162,
745541,1439084765961,11,view,1162,
745552,1439084760969,11,view,1162,
745569,1439084731861,11,view,1162,
745593,1439084768009,11,view,1162,
745693,1439084754123,11,view,1162,
745731,1439084770967,11,view,1162,
746269,1439065972218,11,view,1163,
748522,1439078438083,11,view,1164,
748586,1439084752964,11,view,1162,
748788,1439084755062,11,view,1162,
749428,1439054325477,11,view,1165,
749966,1439095221321,11,view,1166,
750677,1439084762363,11,view,1162,
751640,1439069285886,11,view,1167,
751980,1439084756461,11,view,1162,
751986,1439084772313,11,view,1162,
754104,1439095209399,11,view,1168,
754362,1439056818881,11,view,1169,
754691,1439084810534,11,view,1162,
754711,1439084764468,11,view,1162,
754754,1439084743718,11,view,1162,
757362,1439132561874,11,view,1170,
759020,1439164322511,11,view,1171,
759118,1439163923999,11,view,1157,
759387,1439175273669,11,view,1172,
760493,1439164197431,11,view,1173,
761986,1439130872114,27,view,1174,
765517,1439163925503,11,addtocart,1157,
769292,1439160777584,18,view,360,
769336,1439160924061,18,view,1175,
773760,1439245524260,11,view,1176,
784634,1439263484662,0,view,37,
785521,1439248050372,0,view,37,
790566,1439306305641,0,view,37,
791005,1439334347578,11,view,1177,
792649,1439299886476,11,view,1173,
794918,1439334305519,11,view,1178,
798152,1439355221575,18,view,360,
801743,1439296098623,18,view,360,
801956,1439299669324,11,view,1143,
804948,1439299762318,11,view,1179,
810495,1439420424608,11,view,1144,
810575,1439422265303,11,view,1144,
810613,1439420488142,11,view,1180,
811222,1439378447257,18,view,360,
811223,1439359316189,18,view,360,
811892,1439430631321,11,view,1181,
812481,1439422875108,11,transaction,1142,715.0
813358,1439433073039,11,view,1182,
814046,1439428591632,5,view,1183,
814855,1439378506186,18,view,922,
816222,1439394803858,11,view,1184,
816521,1439422875140,11,transaction,1180,715.0
817608,1439420889971,11,addtocart,1142,
817617,1439421136689,11,addtocart,1185,
818622,1439430910445,11,view,420,
819142,1439398219155,11,view,1180,
819739,1439422875171,11,transaction,1185,715.0
819838,1439422671749,11,addtocart,1144,
823152,1439422078059,11,view,1144,
823322,1439420444145,11,view,1185,
824003,1439421503554,11,addtocart,1142,
825372,1439415058312,11,view,1186,
825659,1439428310404,5,view,1187,
826094,1439422875108,11,transaction,1144,715.0
826112,1439426168235,11,view,1188,
829319,1439483468135,1,view,1189,
830560,1439489787014,18,view,360,
837279,1439448989320,18,view,360,
841814,1439479310790,18,view,360,
852059,1439571606461,11,view,1190,
852235,1439572356681,11,view,1191,
852484,1439595992435,0,view,37,
853531,1439540824771,0,view,37,
855944,1439571661058,11,view,1190,
856085,1439571706213,11,view,1192,
864478,1439675558114,18,view,360,
870511,1439675205729,18,view,360,
874707,1439622897703,18,view,360,
876299,1439739337092,11,view,1193,
878924,1439790076940,0,view,37,
879718,1439739179438,11,view,1194,
880122,1439783098358,0,view,37,
882983,1439739424386,11,view,1195,
883467,1439784383907,0,view,37,
886981,1439783229154,0,view,37,
888841,1439760858074,11,view,1196,
891705,1439832389181,11,view,1197,
891707,1439834170212,11,view,1198,
892339,1439841706544,11,view,1199,
892944,1439829935207,11,view,1200,
895243,1439829251144,11,view,1201,
895244,1439829931281,11,view,1202,
895266,1439829939345,11,view,1203,
895269,1439829940439,11,view,1204,
896210,1439833741917,11,view,1205,
896237,1439832180606,11,view,1206,
897433,1439845869151,0,view,37,
900173,1439829936004,11,view,1203,
900280,1439829929528,11,view,1202,
900285,1439828810164,11,view,1179,
901028,1439833737063,11,view,1207,
901048,1439832521179,11,view,1208,
901168,1439832537521,11,view,1209,
903646,1439832745730,18,view,360,
904152,1439826742373,11,view,1210,
906256,1439829944193,11,view,1200,
906322,1439829948763,11,view,1204,
906954,1439816969133,11,view,1211,
907866,1439826749530,11,view,1210,
908103,1439832540867,11,view,1212,
908163,1439832745204,11,view,1147,
910194,1439834210209,11,view,1213,
910215,1439829326160,11,view,1214,
913016,1439928558427,11,view,1215,
913139,1439928580374,11,view,1216,
914777,1439926002237,18,view,360,
916502,1439928462574,11,view,1217,
916544,1439929678443,11,view,1149,
916550,1439930760546,11,view,1218,
917119,1439944744336,11,view,1219,
919920,1439928377539,11,view,1217,
920150,1439878567106,18,view,360,
923552,1439962622901,18,view,360,
924740,1439905367727,11,view,1220,
924765,1439904056051,11,view,1221,
926442,1439948227175,0,view,37,
926596,1439930947751,11,view,1222,
927436,1439942081037,11,view,1223,
935288,1440034429323,0,view,37,
935693,1440027920953,17,view,1224,
939396,1440030856795,17,view,1225,
943112,1440027784402,17,view,1226,
946259,1440027522942,17,view,1227,
951368,1440018854723,0,view,37,
952903,1440027640894,17,view,1228,
954900,1440082193975,17,view,1229,
957808,1440082500661,17,view,1230,
959093,1440122317613,0,view,37,
959536,1440094557740,11,view,1163,
960556,1440051995421,18,view,360,
962214,1440082923198,17,view,1231,
962267,1440083100259,17,view,1232,
962358,1440082861343,17,view,1233,
963409,1440082254554,17,view,1234,
964134,1440099335618,18,view,360,
967103,1440094740132,11,view,1235,
967665,1440082413840,17,view,1236,
967668,1440082309219,17,view,1237,
968073,1440083055293,17,view,1238,
970184,1440083008457,17,view,1239,
970210,1440084871109,0,view,37,
970250,1440083189753,17,view,1240,
973345,1440205018585,0,view,37,
977257,1440171821775,11,view,1241,
979002,1440145384257,18,view,360,
979061,1440148038422,18,view,1242,
981511,1440159675509,0,view,37,
984407,1440180609004,11,view,1243,
989473,1440249362404,18,view,1244,
994326,1440248177089,18,view,360,
1003253,1440340087594,11,view,1245,
1005665,1440314980460,18,view,360,
1013943,1440356452945,18,view,360,
1017949,1440434315433,11,transaction,1246,2067.0
1018530,1440481629450,18,view,360,
1020196,1440432516508,11,view,1020,
1020255,1440431909408,11,addtocart,1247,
1022217,1440434315429,11,transaction,1247,2067.0
1022636,1440425584208,11,view,1248,
1022690,1440421473269,0,view,37,
1024088,1440431870855,11,addtocart,1246,
1024112,1440431625382,11,addtocart,1185,
1024122,1440431077819,11,view,1185,
1024160,1440431936936,11,view,1185,
1025423,1440434315432,11,transaction,1185,2067.0
1026771,1440431857893,11,view,1246,
1026820,1440432097710,11,view,928,
1029749,1440457135689,0,view,37,
1030040,1440431937834,11,addtocart,1185,
1030064,1440432530973,11,view,928,
1030098,1440432431493,11,view,1005,
1030286,1440444977939,11,view,1249,
1032205,1440475579870,0,view,37,
1032971,1440432096716,11,view,1020,
1035706,1440425788637,11,view,1247,
1035746,1440426062697,11,addtocart,1247,
1036665,1440432349781,11,view,1250,
1040589,1440563179894,18,view,1251,
1041393,1440551568271,11,view,1252,
1045673,1440532010640,0,view,37,
1046305,1440518191641,18,view,360,
1047048,1440562974897,18,view,360,
1048122,1440523734266,18,view,1242,
1048255,1440524005638,17,view,1253,
1049981,1440518738503,0,view,37,
1050154,1440563342547,18,view,1254,
1054983,1440490880285,18,view,360,
1055187,1440551793426,11,view,1255,
1055389,1440556544650,11,view,1256,
1056900,1440621791486,11,view,1179,
1057014,1440622353832,11,view,1257,
1057028,1440622530319,11,view,1258,
1057307,1440650723338,11,view,1259,
1057420,1440647219322,0,view,37,
1057534,1440600958540,18,view,360,
1057868,1440654289787,9,view,1260,
1058874,1440613726879,11,view,1261,
1059442,1440629146101,11,view,1262,
1060582,1440622635019,11,view,1179,
1060616,1440619718794,11,view,1263,
1062996,1440622423363,11,view,1143,
1063284,1440646667516,0,view,37,
1064934,1440630071669,11,view,1264,
1065278,1440618662695,11,view,1265,
1066515,1440636506312,11,view,1266,
1066730,1440652183071,11,view,1267,
1068556,1440633930493,11,view,907,
1068611,1440631181465,11,view,907,
1068647,1440613643425,11,view,1246,
1069073,1440636492427,11,view,1268,
1070034,1440622583060,11,view,1269,
1070102,1440622488089,11,view,1270,
1070146,1440622553995,11,view,1271,
1072364,1440622461192,11,view,1246,
1073052,1440618780827,11,view,1272,
1073708,1440654664730,9,view,1273,
1075042,1440631186867,11,view,907,
1076937,1440695690039,0,view,37,
1077368,1440700359740,11,view,1274,
1077436,1440699532536,11,view,1197,
1077629,1440713220639,11,view,1275,
1078812,1440734338225,18,view,360,
1080592,1440699256346,11,view,1274,
1080636,1440700187135,11,view,1276,
1080710,1440700419454,11,view,1277,
1081230,1440694842435,11,view,1278,
1081328,1440694667654,11,view,1279,
1081365,1440694702340,11,view,1280,
1084533,1440694570687,11,view,1281,
1084580,1440694883868,11,view,1248,
1085335,1440696136283,11,view,1248,
1085380,1440696151499,11,view,1282,
1085529,1440707565840,11,view,1269,
1085665,1440707523984,11,view,1179,
1086961,1440702633461,11,view,1283,
1087287,1440694783418,11,view,1284,
1088511,1440704260001,11,view,1285,
1089919,1440698940486,11,view,1286,
1090095,1440708734246,0,view,37,
1090111,1440707575564,11,view,1269,
1090632,1440694737642,11,view,1173,
1090707,1440700193429,11,view,1287,
1090773,1440700152994,0,view,37,
1092876,1440731332941,0,view,37,
1095271,1440782145630,11,view,1157,
1096422,1440790625251,11,view,1288,
1100763,1440794943152,0,view,37,
1102563,1440784562815,17,view,1289,
1102688,1440782973054,17,view,1290,
1102704,1440784653522,17,view,1291,
1102735,1440765683156,11,view,1292,
1103013,1440800029473,11,view,1293,
1104718,1440795083768,0,view,37,
1106130,1440765690173,11,view,1294,
1106775,1440798737365,11,addtocart,1221,
1109348,1440765578175,11,view,1295,
1109847,1440790641818,11,view,1157,
1111368,1440804699573,11,view,1266,
1112214,1440784735827,17,view,1296,
1115754,1440880866559,26,view,1297,
1115857,1440883109948,11,addtocart,1298,
1121037,1440896836534,11,view,1299,
1121415,1440881785599,11,view,1029,
1121433,1440880857830,26,view,1300,
1121521,1440880745332,26,view,1301,
1122015,1440864765631,11,view,1302,
1123782,1440880860047,26,view,1301,
1123803,1440880856436,26,view,1303,
1128309,1440896814076,11,view,1299,
1128658,1440967545486,11,view,1304,
1130924,1440961489637,11,view,1305,
1132584,1440986721094,11,view,1306,
1135385,1440967542530,11,view,1304,
1135639,1440986728567,11,view,1306,
1135768,1440988303843,11,view,1306,
1138351,1440986644051,11,view,1306,
1138391,1440986739157,11,view,1306,
1138431,1440986473129,11,view,1306,
1140828,1440973637504,11,view,1305,
1141145,1440986754364,11,view,1306,
1141218,1440986724404,11,view,1306,
1141257,1440986733492,11,view,1306,
1143166,1440970215245,11,view,1307,
1143502,1440928913084,26,view,1301,
1143698,1440986450520,11,view,1306,
1143883,1440956604408,11,view,1308,
1145608,1440970372044,11,view,1309,
1147289,1441044568073,11,view,1310,
1148426,1441047952227,11,view,1311,
1149226,1441054930003,11,view,1143,
1151581,1441047053224,18,view,360,
1151650,1441048632163,11,view,1312,
1151717,1441048216076,11,view,1313,
1153492,1441045148361,11,view,1314,
1154889,1441048778672,11,view,1315,
1154956,1441048713396,11,view,1315,
1155647,1441080635579,0,view,37,
1156317,1441044317433,11,view,1316,
1156434,1441042468405,11,view,1317,
1156873,1441048224729,11,view,1318,
1156899,1441048208073,11,view,1313,
1159321,1441045398039,11,view,1319,
1159365,1441044355840,11,view,1314,
1159409,1441045235040,11,view,1320,
1160227,1441048213151,11,view,1318,
1162287,1441044717835,11,view,1321,
1162416,1441042956042,11,view,1322,
1163848,1441047930066,11,view,1323,
1172984,1441141060219,11,view,1324,
1174372,1441119359998,18,view,360,
1179669,1441126972048,11,view,1325,
1180241,1441130542129,0,view,37,
1182573,1441240203564,11,view,685,
1186647,1441233055790,11,view,1326,
1189879,1441234382495,11,view,1327,
1190441,1441236508224,11,view,980,
1190493,1441240669930,11,view,1328,
1191336,1441239863944,11,view,1329,
1192629,1441229511123,11,view,1330,
1193245,1441233217590,11,view,1331,
1193752,1441218691696,11,addtocart,1332,
1195521,1441239607305,11,view,1333,
1195539,1441239486226,11,view,1334,
1198681,1441240601423,11,view,1335,
1198785,1441236873673,11,view,1336,
1199402,1441219243556,11,view,1337,
1199660,1441243818313,17,view,1338,
1202352,1441315956348,11,view,1339,
1202487,1441316002849,11,view,1339,
1202783,1441310303496,11,view,1340,
1203897,1441315768712,11,view,1339,
1205606,1441310315850,11,view,1341,
1207916,1441318296637,11,view,1339,
1207949,1441318331055,11,view,1339,
1209786,1441264659806,0,view,37,
1210451,1441313776134,11,view,1339,
1211343,1441310145616,11,view,1342,
1211438,1441310169877,11,view,1343,
1214816,1441310129928,11,view,97,
1214840,1441309846781,11,view,1344,
1215195,1441329138101,0,view,37,
1217283,1441295963122,0,view,37,
1218366,1441382210640,11,view,408,
1220208,1441392746496,11,view,1345,
1220431,1441410670537,18,view,922,
1220909,1441431962983,11,view,1346,
1220924,1441431954499,11,view,1346,
1220949,1441431960639,11,view,1346,
1222106,1441424665572,11,addtocart,1332,
1222681,1441383941091,11,view,1347,
1223662,1441431965827,11,view,1346,
1223676,1441431920311,11,view,1346,
1223688,1441432002827,11,view,1346,
1223703,1441431973983,11,view,1346,
1223730,1441431988030,11,view,1346,
1224123,1441410737128,18,view,922,
1224582,1441424664164,11,view,1332,
1224758,1441377783538,0,view,37,
1226087,1441389536899,11,view,1348,
1226605,1441404692227,11,view,1349,
1227356,1441382143363,11,view,408,
1227392,1441382120044,11,view,408,
1227529,1441382130152,11,view,408,
1227667,1441399439067,11,view,1281,
1227943,1441424755339,11,transaction,1332,12665.0
1228156,1441392748842,11,addtocart,1345,
1228570,1441411522751,18,view,1146,
1228903,1441410592734,18,view,360,
1229038,1441390383885,11,view,1350,
1229150,1441431957546,11,view,1346,
1229159,1441431933342,11,view,1346,
1229162,1441431923514,11,view,1346,
1229170,1441431990358,11,view,1346,
1229198,1441431941530,11,view,1346,
1229211,1441431939248,11,view,1346,
1229346,1441380022034,11,view,1351,
1229477,1441392093690,11,view,1352,
1231971,1441432012593,11,view,1346,
1231980,1441431976749,11,view,1346,
1231981,1441431902670,11,view,1346,
1232068,1441382151651,11,view,408,
1234779,1441431936264,11,view,1346,
1235618,1441476686031,18,view,1251,
1236080,1441466543149,11,view,1353,
1236784,1441469085615,11,view,1354,
1237025,1441519145981,0,view,37,
1239462,1441487749183,18,view,1355,
1239577,1441487697408,18,view,360,
1240354,1441476601576,18,view,360,
1240566,1441478974556,18,view,922,
1246001,1441481814607,11,view,1356,
1246065,1441482579419,11,view,1357,
1246317,1441484578946,11,view,1358,
1248044,1441478944674,18,view,360,
1249575,1441545646168,11,view,1198,
1249593,1441548805795,11,view,907,
1249606,1441549753110,11,view,1359,
1250350,1441560520283,18,view,360,
1252716,1441545609001,11,view,1198,
1252793,1441545587767,11,view,1198,
1252859,1441545602899,11,view,1198,
1255374,1441544936084,11,view,1015,
1255522,1441545627786,11,view,1198,
1258004,1441548549338,11,view,1144,
1258895,1441568779447,0,view,37,
1261338,1441546321697,11,view,1360,
1261429,1441545666638,11,view,1198,
1261494,1441545637190,11,view,1198,
1263234,1441560641874,18,view,1361,
1263702,1441545579851,11,view,1198,
1263756,1441546447724,11,view,1261,
1271363,1441672573668,11,view,1362,
1278160,1441670187645,11,view,1363,
1282331,1441678216344,0,view,37,
1283341,1441647348484,11,view,1364,
1284744,1441672328454,11,view,1365,
